                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    123,                0.96509,                 1.8667,                 1.0075,                0.55556,                0.53435,                0.55213,                0.43197,                0.84644,                 1.8959,                0.90701,             0.00036196,             0.00036196,             0.00036196
                    124,                 0.9194,                 1.8107,                 0.9722,                0.57091,                0.54826,                 0.5732,                0.44408,                0.86151,                  1.848,                0.90859,             0.00036102,             0.00036102,             0.00036102
                    125,                0.92008,                 1.5736,                 0.9821,                0.57091,                0.54826,                 0.5732,                0.44408,                0.86151,                  1.848,                0.90859,             0.00036007,             0.00036007,             0.00036007
                    126,                 1.0071,                 1.8521,                0.97321,                0.57091,                0.54826,                 0.5732,                0.44408,                0.86151,                  1.848,                0.90859,             0.00035913,             0.00035913,             0.00035913
                    127,                0.90879,                 1.6783,                0.95995,                0.57091,                0.54826,                 0.5732,                0.44408,                0.86151,                  1.848,                0.90859,             0.00035819,             0.00035819,             0.00035819
                    128,                0.95351,                 1.7431,                 0.9827,                0.48051,                0.55902,                 0.6213,                0.48998,                0.87758,                 1.7549,                0.90917,             0.00035725,             0.00035725,             0.00035725
                    129,                0.99936,                 1.7228,                0.99256,                0.48051,                0.55902,                 0.6213,                0.48998,                0.87758,                 1.7549,                0.90917,             0.00035631,             0.00035631,             0.00035631
                    130,                0.97492,                 1.7332,                0.97945,                0.48051,                0.55902,                 0.6213,                0.48998,                0.87758,                 1.7549,                0.90917,             0.00035536,             0.00035536,             0.00035536
                    131,                0.99154,                  1.991,                0.99863,                0.48051,                0.55902,                 0.6213,                0.48998,                0.87758,                 1.7549,                0.90917,             0.00035442,             0.00035442,             0.00035442
                    132,                0.97434,                 1.6994,                0.97073,                0.47331,                 0.5798,                0.61481,                0.47972,                0.88966,                 1.6448,                0.91359,             0.00035348,             0.00035348,             0.00035348
                    133,                0.90966,                 1.7241,                0.94893,                0.47331,                 0.5798,                0.61481,                0.47972,                0.88966,                 1.6448,                0.91359,             0.00035254,             0.00035254,             0.00035254
                    134,                0.93191,                 1.5732,                 0.9936,                0.47331,                 0.5798,                0.61481,                0.47972,                0.88966,                 1.6448,                0.91359,             0.00035159,             0.00035159,             0.00035159
                    135,                0.94187,                 1.6351,                0.96927,                0.47331,                 0.5798,                0.61481,                0.47972,                0.88966,                 1.6448,                0.91359,             0.00035065,             0.00035065,             0.00035065
                    136,                0.92783,                 1.5362,                 1.0037,                0.48115,                 0.6101,                0.62963,                0.46988,                0.89036,                 1.5385,                0.92077,             0.00034971,             0.00034971,             0.00034971
                    137,                0.94355,                 1.6638,                 0.9869,                0.48115,                 0.6101,                0.62963,                0.46988,                0.89036,                 1.5385,                0.92077,             0.00034877,             0.00034877,             0.00034877
                    138,                0.92466,                 1.6949,                0.96007,                0.48115,                 0.6101,                0.62963,                0.46988,                0.89036,                 1.5385,                0.92077,             0.00034782,             0.00034782,             0.00034782
                    139,                0.91347,                 1.5799,                0.94547,                0.48115,                 0.6101,                0.62963,                0.46988,                0.89036,                 1.5385,                0.92077,             0.00034688,             0.00034688,             0.00034688
                    140,                0.90707,                 1.5575,                0.95917,                0.48664,                0.65851,                0.64312,                0.47284,                0.88106,                 1.4194,                0.92161,             0.00034594,             0.00034594,             0.00034594
                    141,                0.94466,                 1.5203,                  1.011,                0.48664,                0.65851,                0.64312,                0.47284,                0.88106,                 1.4194,                0.92161,               0.000345,               0.000345,               0.000345
                    142,                0.90805,                 1.4541,                0.98508,                0.48664,                0.65851,                0.64312,                0.47284,                0.88106,                 1.4194,                0.92161,             0.00034405,             0.00034405,             0.00034405
                    143,                0.94258,                 1.5109,                0.97381,                0.48664,                0.65851,                0.64312,                0.47284,                0.88106,                 1.4194,                0.92161,             0.00034311,             0.00034311,             0.00034311
                    144,                0.94724,                 1.6101,                0.98302,                0.49928,                0.71051,                0.66351,                0.49161,                0.87364,                 1.3012,                0.92012,             0.00034217,             0.00034217,             0.00034217
                    145,                0.92287,                 1.6033,                 1.0066,                0.49928,                0.71051,                0.66351,                0.49161,                0.87364,                 1.3012,                0.92012,             0.00034123,             0.00034123,             0.00034123
                    146,                0.90217,                 1.4545,                0.96671,                0.49928,                0.71051,                0.66351,                0.49161,                0.87364,                 1.3012,                0.92012,             0.00034028,             0.00034028,             0.00034028
                    147,                0.91599,                 1.5655,                0.97251,                0.49928,                0.71051,                0.66351,                0.49161,                0.87364,                 1.3012,                0.92012,             0.00033934,             0.00033934,             0.00033934
                    148,                0.91735,                 1.6208,                0.97335,                0.48187,                0.71651,                0.70025,                0.51592,                0.85671,                 1.2326,                0.91538,              0.0003384,              0.0003384,              0.0003384
                    149,                0.88613,                 1.3937,                 0.9421,                0.48187,                0.71651,                0.70025,                0.51592,                0.85671,                 1.2326,                0.91538,             0.00033746,             0.00033746,             0.00033746
                    150,                 0.9402,                 1.6075,                0.94961,                0.48187,                0.71651,                0.70025,                0.51592,                0.85671,                 1.2326,                0.91538,             0.00033651,             0.00033651,             0.00033651
